datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",55-59,66,6,72
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",60-64,69,4,73
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",65-69,80,7,87
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",70-74,733,10,743
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",75-79,877,9,886
2021-03-15,Comirnaty,CZ020,"Středočeský kraj",80+,127,503,630
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",18-24,0,8,8
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",25-29,1,4,5
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",30-34,2,6,8
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",35-39,0,3,3
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",40-44,3,10,13
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",45-49,1,14,15
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",50-54,2,12,14
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",55-59,4,16,20
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",60-64,1,12,13
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",65-69,2,8,10
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",70-74,194,4,198
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",75-79,78,4,82
2021-03-15,Comirnaty,CZ031,"Jihočeský kraj",80+,21,15,36
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",18-24,9,4,13
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",25-29,9,8,17
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",30-34,6,6,12
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",35-39,8,15,23
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",40-44,17,12,29
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",45-49,16,25,41
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",50-54,9,30,39
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",55-59,11,24,35
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",60-64,11,25,36
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",65-69,17,29,46
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",70-74,25,19,44
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",75-79,24,9,33
2021-03-15,Comirnaty,CZ032,"Plzeňský kraj",80+,16,301,317
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",0-17,3,0,3
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",18-24,11,7,18
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",25-29,31,7,38
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",30-34,18,6,24
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",35-39,19,10,29
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",40-44,20,18,38
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",45-49,21,18,39
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",50-54,9,23,32
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",55-59,19,16,35
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",60-64,15,14,29
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",65-69,8,3,11
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",70-74,224,4,228
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",75-79,151,5,156
2021-03-15,Comirnaty,CZ041,"Karlovarský kraj",80+,26,138,164
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",18-24,17,10,27
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",25-29,35,3,38
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",30-34,25,13,38
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",35-39,39,9,48
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",40-44,56,19,75
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",45-49,75,16,91
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",50-54,46,15,61
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",55-59,47,11,58
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",60-64,44,14,58
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",65-69,42,16,58
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",70-74,345,13,358
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",75-79,293,12,305
2021-03-15,Comirnaty,CZ042,"Ústecký kraj",80+,151,241,392
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",18-24,4,2,6
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",25-29,7,7,14
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",30-34,14,5,19
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",35-39,5,14,19
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",40-44,11,11,22
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",45-49,16,12,28
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",50-54,11,17,28
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",55-59,14,14,28
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",60-64,14,5,19
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",65-69,20,7,27
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",70-74,187,6,193
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",75-79,51,12,63
2021-03-15,Comirnaty,CZ051,"Liberecký kraj",80+,16,384,400
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",0-17,0,1,1
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",18-24,9,2,11
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",25-29,12,1,13
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",30-34,8,4,12
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",35-39,6,3,9
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",40-44,12,7,19
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",45-49,22,9,31
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",50-54,53,9,62
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",55-59,49,15,64
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",60-64,10,8,18
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",65-69,7,7,14
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",70-74,365,18,383
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",75-79,388,23,411
2021-03-15,Comirnaty,CZ052,"Královéhradecký kraj",80+,81,145,226
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",0-17,0,1,1
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",18-24,5,6,11
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",25-29,9,8,17
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",30-34,14,9,23
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",35-39,15,6,21
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",40-44,12,24,36
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",45-49,18,24,42
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",50-54,19,22,41
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",55-59,32,25,57
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",60-64,32,17,49
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",65-69,20,15,35
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",70-74,22,10,32
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",75-79,247,18,265
2021-03-15,Comirnaty,CZ053,"Pardubický kraj",80+,43,182,225
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",18-24,1,4,5
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",25-29,0,3,3
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",30-34,2,3,5
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",35-39,2,2,4
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",40-44,1,6,7
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",45-49,5,10,15
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",50-54,5,3,8
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",55-59,1,7,8
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",60-64,2,2,4
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",65-69,0,1,1
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",70-74,2,1,3
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",75-79,2,2,4
2021-03-15,Comirnaty,CZ063,"Kraj Vysočina",80+,0,228,228
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",0-17,1,0,1
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",18-24,16,11,27
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",25-29,15,29,44
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",30-34,21,23,44
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",35-39,37,20,57
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",40-44,71,45,116
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",45-49,72,42,114
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",50-54,45,29,74
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",55-59,40,41,81
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",60-64,19,27,46
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",65-69,16,28,44
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",70-74,1173,44,1217
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",75-79,682,45,727
2021-03-15,Comirnaty,CZ064,"Jihomoravský kraj",80+,48,891,939
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",18-24,10,7,17
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",25-29,9,10,19
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",30-34,10,15,25
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",35-39,19,20,39
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",40-44,58,42,100
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",45-49,57,60,117
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",50-54,49,32,81
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",55-59,41,38,79
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",60-64,18,39,57
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",65-69,10,33,43
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",70-74,198,24,222
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",75-79,160,14,174
2021-03-15,Comirnaty,CZ071,"Olomoucký kraj",80+,40,298,338
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",18-24,6,1,7
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",25-29,2,2,4
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",30-34,7,3,10
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",35-39,6,3,9
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",40-44,11,4,15
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",45-49,8,11,19
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",50-54,7,4,11
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",55-59,69,6,75
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",60-64,31,6,37
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",65-69,7,3,10
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",70-74,193,2,195
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",75-79,300,1,301
2021-03-15,Comirnaty,CZ072,"Zlínský kraj",80+,29,215,244
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,88,1,89
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,36,8,44
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,35,5,40
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,79,8,87
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,130,10,140
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,146,7,153
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,130,14,144
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,177,12,189
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,87,7,94
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,56,5,61
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,598,5,603
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,521,3,524
2021-03-15,Comirnaty,CZ080,"Moravskoslezský kraj",80+,152,319,471
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",18-24,5,0,5
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",25-29,22,0,22
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",30-34,21,0,21
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",35-39,29,0,29
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",40-44,40,0,40
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",45-49,51,0,51
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",50-54,39,0,39
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",55-59,28,0,28
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",60-64,23,0,23
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",65-69,19,0,19
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",70-74,255,0,255
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",75-79,422,0,422
2021-03-15,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",80+,34,0,34
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",18-24,7,0,7
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",25-29,10,0,10
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",30-34,18,1,19
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",35-39,30,3,33
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",40-44,47,4,51
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",45-49,48,8,56
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",50-54,29,2,31
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",55-59,33,2,35
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",60-64,24,4,28
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",65-69,25,9,34
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",70-74,279,15,294
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",75-79,157,21,178
2021-03-15,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",80+,55,683,738
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",18-24,2,0,2
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",30-34,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",35-39,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",40-44,17,1,18
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",45-49,16,2,18
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",50-54,14,1,15
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",55-59,13,2,15
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",60-64,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",65-69,2,1,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",70-74,213,0,213
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",75-79,533,1,534
2021-03-15,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",80+,43,62,105
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",18-24,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",25-29,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",30-34,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",35-39,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",40-44,5,0,5
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",45-49,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",50-54,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",55-59,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",60-64,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",65-69,8,0,8
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",70-74,109,0,109
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",75-79,115,0,115
2021-03-15,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",80+,17,0,17
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",25-29,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",30-34,2,0,2
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",40-44,5,0,5
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",45-49,5,0,5
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",50-54,5,1,6
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",55-59,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",60-64,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",65-69,6,1,7
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",70-74,101,1,102
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",75-79,6,0,6
2021-03-15,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",80+,5,42,47
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",18-24,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",25-29,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",30-34,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",35-39,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",40-44,15,0,15
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",45-49,16,0,16
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",50-54,13,0,13
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",55-59,27,0,27
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",60-64,32,0,32
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",65-69,39,0,39
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",70-74,58,0,58
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",75-79,43,0,43
2021-03-15,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",80+,76,23,99
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",18-24,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",25-29,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",30-34,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",35-39,8,0,8
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",40-44,11,0,11
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",45-49,20,0,20
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",50-54,24,0,24
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",55-59,25,1,26
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",60-64,14,0,14
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",65-69,8,6,14
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",70-74,21,9,30
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",75-79,23,10,33
2021-03-15,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",80+,58,21,79
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",18-24,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",30-34,2,0,2
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",35-39,2,1,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",40-44,5,0,5
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",45-49,7,3,10
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",50-54,5,1,6
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",55-59,13,4,17
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",60-64,15,0,15
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",65-69,14,0,14
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",70-74,19,0,19
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",75-79,16,0,16
2021-03-15,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",80+,2,9,11
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",30-34,2,0,2
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",35-39,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",40-44,13,3,16
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",45-49,8,6,14
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",50-54,10,5,15
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",55-59,2,2,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",60-64,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",65-69,2,1,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",70-74,42,1,43
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",75-79,35,1,36
2021-03-15,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",80+,6,5,11
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",18-24,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",35-39,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",40-44,12,0,12
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",45-49,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",50-54,4,0,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",60-64,2,0,2
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",65-69,1,0,1
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",70-74,117,0,117
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",75-79,183,0,183
2021-03-15,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",80+,32,0,32
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",18-24,65,17,82
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",25-29,28,39,67
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",30-34,33,45,78
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",35-39,43,33,76
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",40-44,40,44,84
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",45-49,47,25,72
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",50-54,30,32,62
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",55-59,44,17,61
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",60-64,21,18,39
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",65-69,8,11,19
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",70-74,5,7,12
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",75-79,3,6,9
2021-03-15,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",80+,0,20,20
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",18-24,3,0,3
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",25-29,3,1,4
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",30-34,7,0,7
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",35-39,10,1,11
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",40-44,11,0,11
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",45-49,15,3,18
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",50-54,18,1,19
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",55-59,39,0,39
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",60-64,14,0,14
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",65-69,6,2,8
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",70-74,142,1,143
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",75-79,46,1,47
2021-03-15,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",80+,47,86,133
